team,park,attendance,year,league,teamID,rank,games,wins,losses,runs,at_bats,hits,errors,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,FP,BPF
Baltimore Orioles,Oriole Park at Camden Yards,2454523,2003,AL,BAL,4,163,71,91,743,5665,1516,105,4.76,9,3,41,4349,1579,198,526,981,0.98,99
Tampa Bay Devil Rays,Tropicana Field,1058695,2003,AL,TBA,5,162,63,99,715,5654,1501,103,4.93,7,7,30,4310,1454,196,639,877,0.98,95
Oakland Athletics,Oakland Coliseum,2216596,2003,AL,OAK,1,162,96,66,768,5497,1398,107,3.63,16,14,48,4325,1336,140,499,1018,0.98,99
Seattle Mariners,Safeco Field,3268509,2003,AL,SEA,2,162,93,69,795,5561,1509,65,3.76,8,15,38,4323,1340,173,466,1001,0.98,95
Anaheim Angels,Edison International Field,3061094,2003,AL,ANA,3,162,77,85,736,5487,1473,105,4.28,5,9,39,4294,1444,190,486,980,0.98,98
Texas Rangers,The Ballpark at Arlington,2094394,2003,AL,TEX,4,162,71,91,826,5664,1506,94,5.67,4,3,43,4300,1625,208,603,1009,0.98,111
Chicago Cubs,Wrigley Field,2962630,2003,NL,CHN,1,162,88,74,724,5519,1431,106,3.83,13,14,36,4369,1304,143,617,1404,0.98,101
Houston Astros,Minute Maid Park,2454241,2003,NL,HOU,2,162,87,75,805,5583,1466,95,3.86,1,5,50,4350,1350,161,565,1139,0.98,103
St. Louis Cardinals,Busch Stadium II,2910386,2003,NL,SLN,3,162,85,77,876,5672,1580,77,4.6,9,10,41,4391,1544,210,508,969,0.98,97
Pittsburgh Pirates,PNC Park,1636751,2003,NL,PIT,4,162,75,87,753,5581,1492,123,4.64,7,10,44,4333,1527,178,502,926,0.98,102
Cincinnati Reds,Great American Ball Park,2355259,2003,NL,CIN,5,162,69,93,694,5509,1349,141,5.09,4,5,38,4339,1578,209,590,932,0.97,95
Milwaukee Brewers,Miller Park,1700354,2003,NL,MIL,6,162,68,94,714,5548,1423,114,5.02,5,3,44,4356,1590,219,575,1034,0.98,98
Atlanta Braves,Turner Field,2401084,2003,NL,ATL,1,162,101,61,907,5670,1608,121,4.1,4,7,51,4369,1425,147,555,992,0.98,101
Florida Marlins,Pro Player Stadium,1303215,2003,NL,FLO,2,162,91,71,751,5490,1459,78,4.04,7,11,36,4336,1415,128,530,1132,0.98,98
Philadelphia Phillies,Veterans Stadium,2259948,2003,NL,PHI,3,162,86,76,791,5543,1448,97,4.04,9,13,33,4331,1386,142,536,1060,0.98,93
Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,1025639,2003,NL,MON,4,162,83,79,711,5437,1404,102,4.01,15,10,42,4313,1467,181,463,1028,0.98,105
New York Mets,Shea Stadium,2140599,2003,NL,NYN,5,161,66,95,642,5341,1317,118,4.48,3,10,38,4240,1497,168,576,907,0.98,97
San Francisco Giants,PacBell Park,3264898,2003,NL,SFN,1,161,100,61,755,5456,1440,80,3.73,7,10,43,4312,1349,136,546,1006,0.98,99
Los Angeles Dodgers,Dodger Stadium,3138626,2003,NL,LAN,2,162,85,77,574,5458,1328,119,3.16,3,17,58,4373,1254,127,526,1289,0.98,94
Arizona Diamondbacks,Bank One Ballpark,2805542,2003,NL,ARI,3,162,84,78,717,5570,1467,107,3.84,7,11,42,4365,1379,150,526,1291,0.98,108
Colorado Rockies,Coors Field,2334085,2003,NL,COL,4,162,74,88,853,5518,1472,116,5.2,3,4,34,4260,1629,200,552,866,0.98,115
San Diego Padres,Qualcomm Stadium,2030084,2003,NL,SDN,5,162,64,98,678,5531,1442,102,4.87,2,10,31,4294,1458,208,611,1091,0.98,91
Minnesota Twins,Hubert H Humphrey Metrodome,1911490,2004,AL,MIN,1,162,92,70,780,5623,1494,101,4.03,4,9,48,4428,1523,167,431,1123,0.98,103
Chicago White Sox,U.S. Cellular Field,1930537,2004,AL,CHA,2,162,83,79,865,5534,1481,100,4.91,8,8,34,4297,1505,224,527,1013,0.98,102
Cleveland Indians,Jacobs Field,1814401,2004,AL,CLE,3,162,80,82,858,5676,1565,106,4.81,8,8,32,4400,1553,201,579,1115,0.98,94
Detroit Tigers,Comerica Park,1917004,2004,AL,DET,4,162,72,90,827,5623,1531,144,4.93,7,9,35,4319,1542,190,530,995,0.97,95
Kansas City Royals,Kauffman Stadium,1661478,2004,AL,KCA,5,162,58,104,720,5538,1432,131,5.15,6,3,25,4261,1638,208,518,887,0.97,102
New York Yankees,Yankee Stadium II,3775292,2004,AL,NYA,1,162,101,61,897,5527,1483,99,4.69,1,5,59,4331,1532,182,445,1058,0.98,98
Boston Red Sox,Fenway Park II,2837294,2004,AL,BOS,2,162,98,64,949,5720,1613,118,4.18,4,12,36,4354,1430,159,447,1132,0.98,106
Baltimore Orioles,Oriole Park at Camden Yards,2744018,2004,AL,BAL,3,162,78,84,842,5736,1614,110,4.7,8,10,27,4366,1488,159,687,1090,0.98,98
Tampa Bay Devil Rays,Tropicana Field,1274911,2004,AL,TBA,4,161,70,91,714,5483,1416,119,4.81,3,5,35,4251,1459,192,580,923,0.98,96
Toronto Blue Jays,Skydome,1900041,2004,AL,TOR,5,161,67,94,719,5531,1438,91,4.91,6,11,37,4263,1505,181,608,956,0.98,104
Anaheim Angels,Angels Stadium of Anaheim,3375677,2004,AL,ANA,1,162,92,70,836,5675,1603,90,4.28,2,11,50,4363,1476,170,502,1164,0.98,97
Oakland Athletics,Network Associates Coliseum,2201516,2004,AL,OAK,2,162,91,71,793,5728,1545,91,4.17,10,8,35,4414,1466,164,544,1034,0.98,99
Texas Rangers,The Ballpark at Arlington,2513685,2004,AL,TEX,3,162,89,73,860,5615,1492,117,4.53,5,9,52,4319,1536,182,547,979,0.98,108
Seattle Mariners,Safeco Field,2940731,2004,AL,SEA,4,162,63,99,698,5722,1544,103,4.76,7,7,28,4378,1498,212,575,1036,0.98,97
St. Louis Cardinals,Busch Stadium II,3048427,2004,NL,SLN,1,162,105,57,855,5555,1544,97,3.75,4,12,57,4361,1378,169,440,1041,0.98,100
Houston Astros,Minute Maid Park,3087872,2004,NL,HOU,2,162,92,70,803,5468,1458,101,4.05,2,13,47,4329,1416,174,525,1282,0.98,102
Chicago Cubs,Wrigley Field,3170154,2004,NL,CHN,3,162,89,73,789,5628,1508,86,3.81,3,6,42,4396,1363,169,545,1346,0.98,103
Cincinnati Reds,Great American Ball Park,2287250,2004,NL,CIN,4,162,76,86,750,5518,1380,113,5.19,5,8,47,4331,1595,236,572,992,0.98,98
Pittsburgh Pirates,PNC Park,1580031,2004,NL,PIT,5,161,72,89,680,5483,1428,103,4.29,3,8,46,4284,1451,149,576,1079,0.98,99
Milwaukee Brewers,Miller Park,2062382,2004,NL,MIL,6,161,67,94,634,5483,1358,117,4.24,6,10,42,4326,1440,164,476,1098,0.98,100
Atlanta Braves,Turner Field,2327565,2004,NL,ATL,1,162,96,66,803,5570,1503,116,3.74,4,13,48,4350,1475,154,523,1025,0.98,101
Philadelphia Phillies,Citizens Bank Park,3250092,2004,NL,PHI,2,162,86,76,840,5643,1505,81,4.45,4,5,43,4388,1488,214,502,1070,0.98,105
Florida Marlins,Pro Player Stadium,1723105,2004,NL,FLO,3,162,83,79,718,5486,1447,86,4.1,6,14,53,4317,1395,166,513,1116,0.98,95
New York Mets,Shea Stadium,2318951,2004,NL,NYN,4,162,71,91,684,5532,1376,137,4.09,2,6,31,4347,1452,156,592,977,0.97,99
Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,749550,2004,NL,MON,5,162,67,95,635,5474,1361,99,4.33,11,11,31,4341,1477,191,582,1032,0.98,105
Los Angeles Dodgers,Dodger Stadium,3488283,2004,NL,LAN,1,162,93,69,761,5542,1450,73,4.01,2,6,51,4360,1386,178,521,1066,0.98,95
San Francisco Giants,SBC Park,3256854,2004,NL,SFN,2,162,91,71,850,5546,1500,101,4.29,8,8,46,4371,1481,161,548,1020,0.98,101
San Diego Padres,Petco Park,3016752,2004,NL,SDN,3,162,87,75,768,5573,1521,108,4.03,3,8,44,4323,1460,184,422,1079,0.98,90
Colorado Rockies,Coors Field,2338069,2004,NL,COL,4,162,68,94,833,5577,1531,89,5.54,3,2,36,4306,1634,198,697,947,0.98,113
Arizona Diamondbacks,Bank One Ballpark,2519560,2004,NL,ARI,5,162,51,111,615,5544,1401,139,4.98,5,6,33,4308,1480,197,668,1153,0.97,105
Chicago White Sox,U.S. Cellular Field,2342833,2005,AL,CHA,1,162,99,63,741,5529,1450,94,3.61,9,10,54,4427,1392,167,459,1040,0.98,103
Cleveland Indians,Jacobs Field,2013763,2005,AL,CLE,2,162,93,69,790,5609,1522,106,3.61,6,10,51,4358,1363,157,413,1050,0.98,96
Minnesota Twins,Hubert H Humphrey Metrodome,2034243,2005,AL,MIN,3,162,83,79,688,5564,1441,102,3.71,9,8,44,4393,1458,169,348,965,0.98,102
Detroit Tigers,Comerica Park,2024431,2005,AL,DET,4,162,71,91,723,5602,1521,110,4.51,7,2,37,4307,1504,193,461,907,0.98,98
Kansas City Royals,Kauffman Stadium,1371181,2005,AL,KCA,5,162,56,106,701,5503,1445,125,5.49,4,4,25,4240,1640,178,580,924,0.97,99
New York Yankees,Yankee Stadium II,4090696,2005,AL,NYA,1,162,95,67,886,5624,1552,95,4.52,8,14,46,4292,1495,164,463,985,0.98,98
Boston Red Sox,Fenway Park II,2847888,2005,AL,BOS,2,162,95,67,910,5626,1579,109,4.74,6,8,38,4287,1550,164,440,959,0.98,104
Toronto Blue Jays,Rogers Centre,2014995,2005,AL,TOR,3,162,80,82,775,5581,1480,95,4.06,9,8,35,4341,1475,185,444,958,0.98,102
Baltimore Orioles,Oriole Park at Camden Yards,2624740,2005,AL,BAL,4,162,74,88,729,5551,1492,107,4.56,2,9,38,4283,1458,180,580,1052,0.98,99
Tampa Bay Devil Rays,Tropicana Field,1141669,2005,AL,TBA,5,162,67,95,750,5552,1519,124,5.39,1,4,43,4265,1570,194,615,949,0.97,99
Los Angeles Angels of Anaheim,Angel Stadium,3404686,2005,AL,LAA,1,162,95,67,761,5624,1520,87,3.68,7,11,54,4393,1419,158,443,1126,0.98,98
Oakland Athletics,McAfee Coliseum,2109118,2005,AL,OAK,2,162,88,74,772,5627,1476,88,3.69,9,12,38,4351,1315,154,504,1075,0.98,101
Texas Rangers,Ameriquest Field,2525221,2005,AL,TEX,3,162,79,83,865,5716,1528,108,4.96,2,6,46,4320,1589,159,522,932,0.98,106
Seattle Mariners,Safeco Field,2725459,2005,AL,SEA,4,162,69,93,699,5507,1408,86,4.49,6,7,39,4283,1483,179,496,892,0.98,95
St. Louis Cardinals,Busch Stadium II,3538988,2005,NL,SLN,1,162,100,62,805,5538,1494,100,3.49,15,14,48,4337,1399,153,443,974,0.98,101
Houston Astros,Minute Maid Park,2804760,2005,NL,HOU,2,163,89,73,693,5462,1400,89,3.51,6,11,45,4329,1336,155,440,1164,0.98,101
Milwaukee Brewers,Miller Park,2211023,2005,NL,MIL,3,162,81,81,726,5448,1413,119,3.97,7,6,46,4314,1382,169,569,1173,0.98,101
Chicago Cubs,Wrigley Field,3099992,2005,NL,CHN,4,162,79,83,703,5584,1506,101,4.19,8,10,39,4320,1357,186,576,1256,0.98,104
Cincinnati Reds,Great American Ball Park,1943067,2005,NL,CIN,5,163,73,89,820,5565,1453,104,5.15,2,1,31,4299,1657,219,492,955,0.98,100
Pittsburgh Pirates,PNC Park,1817245,2005,NL,PIT,6,162,67,95,680,5573,1445,117,4.42,4,14,35,4308,1456,162,612,958,0.98,99
Atlanta Braves,Turner Field,2521167,2005,NL,ATL,1,162,90,72,769,5486,1453,86,3.98,8,12,38,4331,1487,145,520,929,0.98,101
Philadelphia Phillies,Citizens Bank Park,2665304,2005,NL,PHI,2,162,88,74,807,5542,1494,90,4.21,4,6,40,4305,1379,189,487,1159,0.98,105
Florida Marlins,Dolphin Stadium,1852608,2005,NL,FLO,3,162,83,79,717,5502,1499,103,4.16,14,15,42,4327,1459,116,563,1125,0.98,94
New York Mets,Shea Stadium,2829929,2005,NL,NYN,3,162,83,79,722,5505,1421,106,3.76,8,11,38,4307,1390,135,491,1012,0.98,98
Washington Nationals,R.F.K. Stadium,2731993,2005,NL,WAS,5,162,81,81,639,5426,1367,92,3.87,4,9,51,4374,1456,140,539,997,0.98,95
San Diego Padres,Petco Park,2869787,2005,NL,SDN,1,162,82,80,684,5502,1416,109,4.13,4,8,45,4366,1452,146,503,1133,0.98,92
Arizona Diamondbacks,Bank One Ballpark,2059424,2005,NL,ARI,2,162,77,85,696,5550,1419,94,4.84,6,10,45,4369,1580,193,537,1038,0.98,103
San Francisco Giants,SBC Park,3181023,2005,NL,SFN,3,162,75,87,649,5462,1427,90,4.33,4,8,46,4333,1456,151,592,972,0.98,101
Los Angeles Dodgers,Dodger Stadium,3603646,2005,NL,LAN,4,162,71,91,685,5433,1374,106,4.38,6,9,40,4282,1434,182,471,1004,0.98,98
Colorado Rockies,Coors Field,1914389,2005,NL,COL,5,162,67,95,740,5542,1477,118,5.13,4,4,37,4256,1600,175,604,981,0.98,112
Minnesota Twins,Hubert H Humphrey Metrodome,2285018,2006,AL,MIN,1,162,96,66,801,5602,1608,84,3.95,1,6,40,4318,1490,182,356,1164,0.98,98
Detroit Tigers,Comerica Park,2595937,2006,AL,DET,2,162,95,67,822,5642,1548,106,3.84,3,16,46,4344,1420,160,489,1003,0.98,100
Chicago White Sox,U.S. Cellular Field,2957414,2006,AL,CHA,3,162,90,72,868,5657,1586,90,4.61,5,11,46,4347,1534,200,433,1012,0.98,104
Cleveland Indians,Jacobs Field,1997995,2006,AL,CLE,4,162,78,84,870,5619,1576,118,4.41,13,13,24,4270,1583,166,429,948,0.98,99
Kansas City Royals,Kauffman Stadium,1372638,2006,AL,KCA,5,162,62,100,757,5589,1515,98,5.65,3,5,35,4279,1648,213,637,904,0.98,101
New York Yankees,Yankee Stadium II,4248067,2006,AL,NYA,1,162,97,65,930,5651,1608,104,4.41,5,8,43,4331,1463,170,496,1019,0.98,101
Toronto Blue Jays,Rogers Centre,2302212,2006,AL,TOR,2,162,87,75,809,5596,1591,99,4.37,6,6,42,4285,1447,185,504,1076,0.98,100
Boston Red Sox,Fenway Park II,2930588,2006,AL,BOS,3,162,86,76,820,5619,1510,66,4.83,3,6,46,4324,1570,181,509,1070,0.98,105
Baltimore Orioles,Oriole Park at Camden Yards,2153139,2006,AL,BAL,4,162,70,92,768,5610,1556,102,5.35,5,9,35,4257,1579,216,613,1016,0.98,99
Tampa Bay Devil Rays,Tropicana Field,1368950,2006,AL,TBA,5,162,61,101,689,5474,1395,116,4.96,3,7,33,4261,1600,180,606,979,0.98,99
Oakland Athletics,McAfee Coliseum,1976625,2006,AL,OAK,1,162,93,69,771,5500,1429,84,4.21,5,11,54,4355,1525,162,529,1003,0.98,97
Los Angeles Angels of Anaheim,Angel Stadium,3406790,2006,AL,LAA,2,162,89,73,766,5609,1539,124,4.04,5,12,50,4358,1410,158,471,1164,0.97,100
Texas Rangers,Ameriquest Field,2388757,2006,AL,TEX,3,162,80,82,835,5659,1571,98,4.6,3,8,42,4294,1558,162,496,972,0.98,101
Seattle Mariners,Safeco Field,2481165,2006,AL,SEA,4,162,78,84,756,5670,1540,88,4.6,6,6,47,4340,1500,183,560,1067,0.98,97
St. Louis Cardinals,Busch Stadium III,3407104,2006,NL,SLN,1,161,83,78,781,5522,1484,98,4.54,6,9,38,4289,1475,193,504,970,0.98,99
Houston Astros,Minute Maid Park,3022763,2006,NL,HOU,2,162,82,80,735,5521,1407,80,4.08,5,12,42,4406,1425,182,480,1160,0.98,100
Cincinnati Reds,Great American Ball Park,2134607,2006,NL,CIN,3,162,80,82,749,5515,1419,128,4.51,9,10,36,4337,1576,213,464,1053,0.97,104
Milwaukee Brewers,Miller Park,2335643,2006,NL,MIL,4,162,75,87,730,5433,1400,117,4.82,7,8,43,4277,1454,177,514,1145,0.98,101
Pittsburgh Pirates,PNC Park,1861549,2006,NL,PIT,5,162,67,95,691,5558,1462,104,4.52,2,10,39,4305,1545,156,620,1060,0.98,98
Chicago Cubs,Wrigley Field,3123215,2006,NL,CHN,6,162,66,96,716,5587,1496,106,4.74,2,7,29,4317,1396,210,687,1250,0.98,103
New York Mets,Shea Stadium,3379535,2006,NL,NYN,1,162,97,65,834,5558,1469,104,4.14,5,12,43,4384,1402,180,527,1161,0.98,98
Philadelphia Phillies,Citizens Bank Park,2701815,2006,NL,PHI,2,162,85,77,865,5687,1518,104,4.6,4,6,42,4381,1561,211,512,1138,0.98,105
Atlanta Braves,Turner Field,2550524,2006,NL,ATL,3,162,79,83,849,5583,1510,99,4.6,6,6,38,4324,1529,183,572,1049,0.98,100
Florida Marlins,Dolphin Stadium,1164134,2006,NL,FLO,4,162,78,84,758,5502,1454,126,4.37,6,6,41,4300,1465,166,622,1088,0.97,95
Washington Nationals,R.F.K. Stadium,2153056,2006,NL,WAS,5,162,71,91,746,5495,1437,131,5.03,1,3,32,4309,1535,193,584,960,0.97,94
San Diego Padres,Petco Park,2659757,2006,NL,SDN,1,162,88,74,731,5576,1465,92,3.87,4,11,50,4391,1385,176,468,1097,0.98,91
Los Angeles Dodgers,Dodger Stadium,3758545,2006,NL,LAN,2,162,88,74,820,5628,1552,115,4.23,1,10,40,4381,1524,152,492,1068,0.98,101
San Francisco Giants,AT&T Park,3130313,2006,NL,SFN,3,161,76,85,746,5472,1418,91,4.63,7,9,37,4289,1422,153,584,992,0.98,100
Arizona Diamondbacks,Chase Field,2091685,2006,NL,ARI,4,162,76,86,773,5645,1506,104,4.48,8,9,34,4379,1503,168,536,1115,0.98,105
Colorado Rockies,Coors Field,2104362,2006,NL,COL,4,162,76,86,813,5562,1504,91,4.66,5,8,34,4342,1549,155,553,952,0.98,109
Cleveland Indians,Jacobs Field,2275912,2007,AL,CLE,1,162,96,66,811,5604,1504,92,4.05,9,9,49,4388,1519,146,410,1047,0.98,101
Detroit Tigers,Comerica Park,3047133,2007,AL,DET,2,162,88,74,887,5757,1652,99,4.57,1,9,44,4342,1498,174,566,1047,0.98,102
Minnesota Twins,Hubert H Humphrey Metrodome,2296383,2007,AL,MIN,3,162,79,83,718,5522,1460,95,4.15,5,8,38,4310,1505,185,420,1094,0.98,95
Chicago White Sox,U.S. Cellular Field,2684395,2007,AL,CHA,4,162,72,90,693,5441,1341,108,4.77,9,9,42,4322,1556,174,499,1015,0.98,104
Kansas City Royals,Kauffman Stadium,1616867,2007,AL,KCA,5,162,69,93,706,5534,1447,106,4.48,2,6,36,4312,1547,168,520,993,0.98,100
Boston Red Sox,Fenway Park II,2970755,2007,AL,BOS,1,162,96,66,867,5589,1561,81,3.87,5,13,45,4316,1350,151,482,1149,0.98,106
New York Yankees,Yankee Stadium II,4271083,2007,AL,NYA,2,162,94,68,968,5717,1656,88,4.49,1,5,34,4352,1498,150,578,1009,0.98,101
Toronto Blue Jays,Rogers Centre,2360644,2007,AL,TOR,3,162,83,79,753,5536,1434,102,4,11,9,44,4346,1383,157,479,1067,0.98,100
Baltimore Orioles,Oriole Park at Camden Yards,2164822,2007,AL,BAL,4,162,69,93,756,5631,1529,79,5.17,4,9,30,4316,1491,161,696,1087,0.98,101
Tampa Bay Devil Rays,Tropicana Field,1387603,2007,AL,TBA,5,162,66,96,782,5593,1500,117,5.53,2,2,28,4289,1649,199,568,1194,0.98,98
Los Angeles Angels of Anaheim,Angel Stadium,3365632,2007,AL,LAA,1,162,94,68,822,5554,1578,101,4.23,5,9,43,4305,1480,151,477,1156,0.98,101
Seattle Mariners,Safeco Field,2672223,2007,AL,SEA,2,162,88,74,794,5684,1629,90,4.73,6,12,43,4303,1578,147,546,1020,0.98,96
Oakland Athletics,McAfee Coliseum,1921844,2007,AL,OAK,3,162,76,86,741,5577,1430,90,4.28,4,9,36,4344,1468,138,530,1036,0.98,94
Texas Rangers,Rangers Ballpark in Arlington,2353862,2007,AL,TEX,4,162,75,87,816,5555,1460,124,4.75,0,6,42,4290,1525,155,668,976,0.98,101
Chicago Cubs,Wrigley Field,3252462,2007,NL,CHN,1,162,85,77,752,5643,1530,94,4.04,2,10,39,4340,1340,165,573,1211,0.98,105
Milwaukee Brewers,Miller Park,2869144,2007,NL,MIL,2,162,83,79,801,5554,1455,109,4.41,3,6,49,4333,1513,161,507,1174,0.98,100
St. Louis Cardinals,Busch Stadium III,3552180,2007,NL,SLN,3,162,78,84,725,5529,1513,121,4.65,2,8,34,4307,1514,168,509,945,0.98,99
Houston Astros,Minute Maid Park,3020405,2007,NL,HOU,4,162,73,89,723,5605,1457,103,4.68,2,6,38,4394,1566,206,510,1109,0.98,100
Cincinnati Reds,Great American Ball Park,2058593,2007,NL,CIN,5,162,72,90,783,5607,1496,95,4.94,6,7,34,4349,1605,198,482,1068,0.98,104
Pittsburgh Pirates,PNC Park,1749142,2007,NL,PIT,6,162,68,94,724,5569,1463,83,4.93,4,5,32,4343,1627,174,518,997,0.98,97
Philadelphia Phillies,Citizens Bank Park,3108325,2007,NL,PHI,1,162,89,73,892,5688,1558,89,4.73,5,5,42,4375,1555,198,558,1050,0.98,104
New York Mets,Shea Stadium,3853955,2007,NL,NYN,2,162,88,74,804,5605,1543,101,4.26,2,10,39,4357,1415,165,570,1134,0.98,98
Atlanta Braves,Turner Field,2745207,2007,NL,ATL,3,162,84,78,810,5689,1562,107,4.11,1,6,36,4369,1442,172,537,1106,0.98,98
Washington Nationals,R.F.K. Stadium,1943812,2007,NL,WAS,4,162,73,89,673,5520,1415,109,4.58,0,6,46,4340,1502,187,580,931,0.98,94
Florida Marlins,Dolphin Stadium,1370511,2007,NL,FLO,5,162,71,91,790,5627,1504,137,4.94,0,4,40,4331,1617,176,661,1142,0.97,97
Arizona Diamondbacks,Chase Field,2325249,2007,NL,ARI,1,162,90,72,712,5398,1350,106,4.13,7,12,51,4323,1446,169,546,1088,0.98,107
Colorado Rockies,Coors Field,2376250,2007,NL,COL,2,163,90,73,860,5691,1591,68,4.32,4,7,39,4416,1497,164,504,967,0.98,107
San Diego Padres,Petco Park,2790074,2007,NL,SDN,3,163,89,74,741,5612,1408,92,3.7,1,20,45,4454,1406,119,474,1136,0.98,90
Los Angeles Dodgers,Dodger Stadium,3857036,2007,NL,LAN,4,162,82,80,735,5613,1544,114,4.2,4,6,43,4350,1443,146,518,1184,0.98,101
San Francisco Giants,AT&T Park,3223215,2007,NL,SFN,5,162,71,91,683,5538,1407,88,4.19,5,10,37,4361,1442,133,593,1057,0.98,101
Chicago White Sox,U.S. Cellular Field,2500648,2008,AL,CHA,1,163,89,74,811,5553,1458,108,4.11,4,10,34,4373,1471,156,460,1147,0.98,105
Minnesota Twins,Hubert H Humphrey Metrodome,2302431,2008,AL,MIN,2,163,88,75,829,5641,1572,108,4.18,5,10,42,4377,1568,183,406,995,0.98,96
Cleveland Indians,Jacobs Field,2169760,2008,AL,CLE,3,162,81,81,805,5543,1455,94,4.46,10,13,31,4311,1530,170,444,986,0.98,98
Kansas City Royals,Kauffman Stadium,1578922,2008,AL,KCA,4,162,75,87,691,5608,1507,96,4.5,2,8,44,4337,1473,159,515,1085,0.98,98
Detroit Tigers,Comerica Park,3202645,2008,AL,DET,5,162,74,88,821,5641,1529,113,4.91,1,2,34,4335,1541,172,644,991,0.98,103
Tampa Bay Rays,Tropicana Field,1811986,2008,AL,TBA,1,162,97,65,774,5541,1443,90,3.82,7,12,52,4373,1349,166,526,1143,0.98,101
Boston Red Sox,Fenway Park II,3048250,2008,AL,BOS,2,162,95,67,845,5596,1565,85,4.01,5,16,47,4339,1369,147,548,1185,0.98,108
New York Yankees,Yankee Stadium II,4298655,2008,AL,NYA,3,162,89,73,789,5572,1512,83,4.28,1,11,42,4325,1478,143,489,1141,0.98,103
Toronto Blue Jays,Rogers Centre,2399786,2008,AL,TOR,4,162,86,76,714,5503,1453,84,3.49,15,13,44,4340,1330,134,467,1184,0.98,98
Baltimore Orioles,Oriole Park at Camden Yards,1950075,2008,AL,BAL,5,161,68,93,782,5559,1486,100,5.15,4,4,35,4266,1538,184,687,922,0.98,101
Los Angeles Angels of Anaheim,Angel Stadium,3336747,2008,AL,LAA,1,162,100,62,765,5540,1486,91,4,7,10,66,4354,1455,160,457,1106,0.98,103
Texas Rangers,Rangers Ballpark in Arlington,1945677,2008,AL,TEX,2,162,79,83,901,5728,1619,132,5.37,6,8,36,4326,1647,176,625,963,0.97,102
Oakland Athletics,McAfee Coliseum,1665256,2008,AL,OAK,3,161,75,86,646,5451,1318,98,4.01,4,7,33,4305,1364,135,576,1061,0.98,95
Seattle Mariners,Safeco Field,2329702,2008,AL,SEA,4,162,61,101,671,5643,1498,99,4.73,4,4,36,4306,1544,161,626,1016,0.98,97
Chicago Cubs,Wrigley Field,3300200,2008,NL,CHN,1,161,97,64,855,5588,1552,99,3.87,2,8,44,4352,1329,160,548,1264,0.98,108
Milwaukee Brewers,Miller Park,3068458,2008,NL,MIL,2,162,90,72,750,5535,1398,101,3.87,12,10,45,4367,1415,175,528,1110,0.98,98
Houston Astros,Minute Maid Park,2779487,2008,NL,HOU,3,161,86,75,712,5451,1432,67,4.39,4,13,48,4276,1453,197,492,1095,0.98,98
St. Louis Cardinals,Busch Stadium III,3432917,2008,NL,SLN,4,162,86,76,779,5636,1585,85,4.2,2,7,42,4362,1517,163,496,957,0.98,99
Cincinnati Reds,Great American Ball Park,2058632,2008,NL,CIN,5,162,74,88,704,5465,1351,114,4.55,2,6,34,4327,1542,201,557,1227,0.98,102
Pittsburgh Pirates,PNC Park,1609076,2008,NL,PIT,6,162,67,95,735,5628,1454,107,5.1,3,7,34,4365,1631,176,657,963,0.98,96
Philadelphia Phillies,Citizens Bank Park,3422583,2008,NL,PHI,1,162,92,70,799,5509,1407,90,3.89,4,11,47,4349,1444,160,533,1081,0.98,103
New York Mets,Shea Stadium,4042045,2008,NL,NYN,2,162,89,73,799,5606,1491,83,4.07,5,12,43,4393,1415,163,590,1181,0.98,99
Florida Marlins,Dolphin Stadium,1335076,2008,NL,FLO,3,161,84,77,770,5499,1397,117,4.44,2,8,36,4306,1421,161,586,1127,0.98,101
Atlanta Braves,Turner Field,2532834,2008,NL,ATL,4,162,72,90,753,5604,1514,107,4.47,2,7,26,4322,1439,156,586,1076,0.98,98
Washington Nationals,Nationals Park,2320400,2008,NL,WAS,5,161,59,102,641,5491,1376,123,4.66,2,8,28,4302,1496,190,588,1063,0.98,99
Los Angeles Dodgers,Dodger Stadium,3730553,2008,NL,LAN,1,162,84,78,700,5506,1455,101,3.68,5,11,35,4342,1381,123,480,1205,0.98,98
Arizona Diamondbacks,Chase Field,2509924,2008,NL,ARI,2,162,82,80,720,5409,1355,113,3.99,6,9,39,4304,1403,147,451,1229,0.98,108
Colorado Rockies,Coors Field,2650218,2008,NL,COL,3,162,74,88,747,5557,1462,96,4.77,3,8,36,4338,1547,148,562,1041,0.98,109
San Francisco Giants,AT&T Park,2863837,2008,NL,SFN,4,162,72,90,640,5543,1452,96,4.38,4,12,41,4326,1416,147,652,1240,0.98,102
San Diego Padres,Petco Park,2427535,2008,NL,SDN,5,162,63,99,637,5568,1390,85,4.41,3,6,30,4375,1466,165,561,1100,0.98,88
Minnesota Twins,Hubert H Humphrey Metrodome,2416237,2009,AL,MIN,1,163,87,76,817,5608,1539,89,4.5,4,7,48,4359,1542,185,466,1052,0.98,99
Detroit Tigers,Comerica Park,2567165,2009,AL,DET,2,163,86,77,743,5540,1443,106,4.34,4,9,42,4341,1449,182,594,1102,0.98,101
Chicago White Sox,U.S. Cellular Field,2284163,2009,AL,CHA,3,162,79,83,724,5463,1410,128,4.16,4,11,36,4319,1438,169,507,1119,0.98,105
